id,college_id,program_name,duration,college_name
977,275,Ten Plus Two Management,88000.00,New Millennium College
978,275,Ten Plus Two Management,88000.00,New Millennium College
979,275,Ten Plus Two Management,,New Millennium College
980,275,Master of Arts in English,50000.00,New Millennium College
981,275,Master of Arts in English,50000.00,New Millennium College
982,275,Master of Arts in English,,New Millennium College
983,275,Bachelor of Business Studies,50000.00,New Millennium College
984,275,Bachelor of Business Studies,50000.00,New Millennium College
985,275,Bachelor of Business Studies,,New Millennium College
986,275,Bachelor of Arts,45000.00,New Millennium College
987,275,Bachelor of Arts,45000.00,New Millennium College
988,275,Bachelor of Arts,,New Millennium College
989,275,Ten Plus Two Science,98000.00,New Millennium College
990,275,Ten Plus Two Science,98000.00,New Millennium College
991,275,Ten Plus Two Science,,New Millennium College
992,276,Bachelor of Arts in Sociology,4 Years,Thames International College
993,276,Bachelor of Arts in Sociology,4 Years,Thames International College
994,276,Bachelor of Arts in Sociology,4 Years,Thames International College
995,276,Bachelor of Arts in Sociology,,Thames International College
996,276,Bachelor of Arts in Psychology,4 Years,Thames International College
997,276,Bachelor of Arts in Psychology,4 Years,Thames International College
998,276,Bachelor of Arts in Psychology,,Thames International College
999,276,Bachelor of Business Management,4 Years,Thames International College
1000,276,Bachelor of Business Management,4 Years,Thames International College
1001,276,Bachelor of Business Management,,Thames International College
1002,276,Bachelor of Computer Application,4 Years,Thames International College
1003,276,Bachelor of Computer Application,4 Years,Thames International College
1004,276,Bachelor of Computer Application,,Thames International College
1005,276,Bachelor of Arts in Social Work,4 Years,Thames International College
1006,276,Bachelor of Arts in Social Work,4 Years,Thames International College
1007,276,Bachelor of Arts in Social Work,,Thames International College
1008,276,Bachelor of Information Technology Management,4 Years,Thames International College
1009,276,Bachelor of Information Technology Management,4 Years,Thames International College
1010,276,Bachelor of Information Technology Management,,Thames International College
1011,276,Bachelor of Business Administration,4 Years,Thames International College
1012,276,Bachelor of Business Administration,4 Years,Thames International College
1013,276,Bachelor of Business Administration,,Thames International College
1014,277,Ten Plus Two Management,2 Years,Ashirwad College
1015,277,Ten Plus Two Management,2 Years,Ashirwad College
1016,277,Ten Plus Two Management,2 Years,Ashirwad College
1017,277,Ten Plus Two Management,,Ashirwad College
1018,277,Bachelor of Business Management,4 Years,Ashirwad College
1019,277,Bachelor of Business Management,4 Years,Ashirwad College
1020,277,Bachelor of Business Management,,Ashirwad College
1021,277,Bachelor of Business Studies,4 Years,Ashirwad College
1022,277,Bachelor of Business Studies,4 Years,Ashirwad College
1023,277,Bachelor of Business Studies,,Ashirwad College
1024,279,Master of Business Studies,2 Years,Xavier International College
1025,279,Master of Business Studies,2 Years,Xavier International College
1026,279,Master of Business Studies,2 Years,Xavier International College
1027,279,Master of Business Studies,,Xavier International College
1028,279,Bachelor of Arts in Social Work,4 Years,Xavier International College
1029,279,Bachelor of Arts in Social Work,4 Years,Xavier International College
1030,279,Bachelor of Arts in Social Work,,Xavier International College
1031,279,Bachelor of Business Management,4 Years,Xavier International College
1032,279,Bachelor of Business Management,4 Years,Xavier International College
1033,279,Bachelor of Business Management,,Xavier International College
1034,279,Bachelor of Business Studies,4 Years,Xavier International College
1035,279,Bachelor of Business Studies,4 Years,Xavier International College
1036,279,Bachelor of Business Studies,,Xavier International College
1037,279,Bachelor of Computer Application,4 Years,Xavier International College
1038,279,Bachelor of Computer Application,4 Years,Xavier International College
1039,279,Bachelor of Computer Application,,Xavier International College
1040,279,BSc Environmental Science,4 Years,Xavier International College
1041,279,BSc Environmental Science,4 Years,Xavier International College
1042,279,BSc Environmental Science,,Xavier International College
1043,279,BSc Microbiology,4 Years,Xavier International College
1044,279,BSc Microbiology,4 Years,Xavier International College
1045,279,BSc Microbiology,,Xavier International College
1046,279,GCE A Level Non-Science,2 Years,Xavier International College
1047,279,GCE A Level Non-Science,2 Years,Xavier International College
1048,279,GCE A Level Non-Science,,Xavier International College
1049,279,Ten Plus Two Science,2 Years,Xavier International College
1050,279,Ten Plus Two Science,2 Years,Xavier International College
1051,279,Ten Plus Two Science,,Xavier International College
1052,279,Ten Plus Two Management,2 Years,Xavier International College
1053,279,Ten Plus Two Management,2 Years,Xavier International College
1054,279,Ten Plus Two Management,,Xavier International College
1055,279,Ten Plus Two Humanities,2 Years,Xavier International College
1056,279,Ten Plus Two Humanities,2 Years,Xavier International College
1057,279,Ten Plus Two Humanities,,Xavier International College
1058,279,GCE A Level Science,2 Years,Xavier International College
1059,279,GCE A Level Science,2 Years,Xavier International College
1060,279,GCE A Level Science,,Xavier International College
1061,279,Ten Plus Two Law,2 Years,Xavier International College
1062,279,Ten Plus Two Law,2 Years,Xavier International College
1063,279,Ten Plus Two Law,,Xavier International College
1064,280,Masters of Business Administration,2 Years,Nepal Mega College
1065,280,Masters of Business Administration,2 Years,Nepal Mega College
1066,280,Masters of Business Administration,2 Years,Nepal Mega College
1067,280,Masters of Business Administration,,Nepal Mega College
1068,280,Bachelor of Business Administration,4 Years,Nepal Mega College
1069,280,Bachelor of Business Administration,4 Years,Nepal Mega College
1070,280,Bachelor of Business Administration,,Nepal Mega College
1071,280,Master of Business Studies,2 Years,Nepal Mega College
1072,280,Master of Business Studies,2 Years,Nepal Mega College
1073,280,Master of Business Studies,,Nepal Mega College
1074,280,Bachelor of Arts in Rural Development,4 Years,Nepal Mega College
1075,280,Bachelor of Arts in Rural Development,4 Years,Nepal Mega College
1076,280,Bachelor of Arts in Rural Development,,Nepal Mega College
1077,280,Bachelor of Computer Application,4 Years,Nepal Mega College
1078,280,Bachelor of Computer Application,4 Years,Nepal Mega College
1079,280,Bachelor of Computer Application,,Nepal Mega College
1080,280,Bachelor of Arts in Social Work,4 Years,Nepal Mega College
1081,280,Bachelor of Arts in Social Work,4 Years,Nepal Mega College
1082,280,Bachelor of Arts in Social Work,,Nepal Mega College
1083,280,Bachelor of Business Management,4 Years,Nepal Mega College
1084,280,Bachelor of Business Management,4 Years,Nepal Mega College
1085,280,Bachelor of Business Management,,Nepal Mega College
1086,280,Bachelor of Business Studies,4 Years,Nepal Mega College
1087,280,Bachelor of Business Studies,4 Years,Nepal Mega College
1088,280,Bachelor of Business Studies,,Nepal Mega College
1089,280,Ten Plus Two Science,2 Years,Nepal Mega College
1090,280,Ten Plus Two Science,2 Years,Nepal Mega College
1091,280,Ten Plus Two Science,,Nepal Mega College
1092,280,Ten Plus Two Management,2 Years,Nepal Mega College
1093,280,Ten Plus Two Management,2 Years,Nepal Mega College
1094,280,Ten Plus Two Management,,Nepal Mega College
1095,280,Ten Plus Two Law,2 Years,Nepal Mega College
1096,280,Ten Plus Two Law,2 Years,Nepal Mega College
1097,280,Ten Plus Two Law,,Nepal Mega College
1098,282,Ten Plus Two Humanities,2 Years,Triton International College
1099,282,Ten Plus Two Humanities,2 Years,Triton International College
1100,282,Ten Plus Two Humanities,2 Years,Triton International College
1101,282,Ten Plus Two Humanities,,Triton International College
1102,282,Ten Plus Two Science,2 Years,Triton International College
1103,282,Ten Plus Two Science,2 Years,Triton International College
1104,282,Ten Plus Two Science,,Triton International College
1105,282,Ten Plus Two Management,2 Years,Triton International College
1106,282,Ten Plus Two Management,2 Years,Triton International College
1107,282,Ten Plus Two Management,,Triton International College
1108,282,Ten Plus Two Law,2 Years,Triton International College
1109,282,Ten Plus Two Law,2 Years,Triton International College
1110,282,Ten Plus Two Law,,Triton International College
1111,282,Master of Business Studies,2 Years,Triton International College
1112,282,Master of Business Studies,2 Years,Triton International College
1113,282,Master of Business Studies,,Triton International College
1114,282,Bachelor of Computer Application,4 Years,Triton International College
1115,282,Bachelor of Computer Application,4 Years,Triton International College
1116,282,Bachelor of Computer Application,,Triton International College
1117,282,Bachelor of Business Studies,4 Years,Triton International College
1118,282,Bachelor of Business Studies,4 Years,Triton International College
1119,282,Bachelor of Business Studies,,Triton International College
1120,282,Bachelor of Arts in Social Work,4 Years,Triton International College
1121,282,Bachelor of Arts in Social Work,4 Years,Triton International College
1122,282,Bachelor of Arts in Social Work,,Triton International College
1123,283,Master of Business Administration,2 Years,Uniglobe College
1124,283,Master of Business Administration,2 Years,Uniglobe College
1125,283,Master of Business Administration,2 Years,Uniglobe College
1126,283,Master of Business Administration,,Uniglobe College
1127,283,MBA Finance,2 Years,Uniglobe College
1128,283,MBA Finance,2 Years,Uniglobe College
1129,283,MBA Finance,,Uniglobe College
1130,283,Bachelor of Computer System Information Technology,4 Years,Uniglobe College
1131,283,Bachelor of Computer System Information Technology,4 Years,Uniglobe College
1132,283,Bachelor of Computer System Information Technology,,Uniglobe College
1133,283,BBA  Finance,4 Years,Uniglobe College
1134,283,BBA  Finance,4 Years,Uniglobe College
1135,283,BBA  Finance,,Uniglobe College
1136,283,Bachelor of Business Administration,4 Years,Uniglobe College
1137,283,Bachelor of Business Administration,4 Years,Uniglobe College
1138,283,Bachelor of Business Administration,,Uniglobe College
1139,285,BSc Information Technology,4 Years,King’s College
1140,285,BSc Information Technology,4 Years,King’s College
1141,285,BSc Information Technology,4 Years,King’s College
1142,285,BSc Information Technology,,King’s College
1143,285,BSc Computer Science,4 Years,King’s College
1144,285,BSc Computer Science,4 Years,King’s College
1145,285,BSc Computer Science,,King’s College
1146,285,Bachelor of Business Administration,4 Years,King’s College
1147,285,Bachelor of Business Administration,4 Years,King’s College
1148,285,Bachelor of Business Administration,,King’s College
1149,285,Master of Business Administration,2 Years,King’s College
1150,285,Master of Business Administration,2 Years,King’s College
1151,285,Master of Business Administration,,King’s College
1152,286,Ten Plus Two Science,2 Years,Madan Bhandari Memorial College
1153,286,Ten Plus Two Science,2 Years,Madan Bhandari Memorial College
1154,286,Ten Plus Two Science,2 Years,Madan Bhandari Memorial College
1155,286,Ten Plus Two Science,,Madan Bhandari Memorial College
1156,286,Ten Plus Two Humanities,2 Years,Madan Bhandari Memorial College
1157,286,Ten Plus Two Humanities,2 Years,Madan Bhandari Memorial College
1158,286,Ten Plus Two Humanities,,Madan Bhandari Memorial College
1159,286,Ten Plus Two Management,2 Years,Madan Bhandari Memorial College
1160,286,Ten Plus Two Management,2 Years,Madan Bhandari Memorial College
1161,286,Ten Plus Two Management,,Madan Bhandari Memorial College
1162,286,BSc Computer Science and Information Technology,4 Years,Madan Bhandari Memorial College
1163,286,BSc Computer Science and Information Technology,4 Years,Madan Bhandari Memorial College
1164,286,BSc Computer Science and Information Technology,,Madan Bhandari Memorial College
1165,286,Bachelor of Computer Application,4 Years,Madan Bhandari Memorial College
1166,286,Bachelor of Computer Application,4 Years,Madan Bhandari Memorial College
1167,286,Bachelor of Computer Application,,Madan Bhandari Memorial College
1168,286,Bachelor of Business Management,4 Years,Madan Bhandari Memorial College
1169,286,Bachelor of Business Management,4 Years,Madan Bhandari Memorial College
1170,286,Bachelor of Business Management,,Madan Bhandari Memorial College
1171,286,Bachelor of Business Studies,4 Years,Madan Bhandari Memorial College
1172,286,Bachelor of Business Studies,4 Years,Madan Bhandari Memorial College
1173,286,Bachelor of Business Studies,,Madan Bhandari Memorial College
1174,286,Bachelor of Arts,4 Years,Madan Bhandari Memorial College
1175,286,Bachelor of Arts,4 Years,Madan Bhandari Memorial College
1176,286,Bachelor of Arts,,Madan Bhandari Memorial College
1177,286,Bachelor of Arts in Social Work,4 Years,Madan Bhandari Memorial College
1178,286,Bachelor of Arts in Social Work,4 Years,Madan Bhandari Memorial College
1179,286,Bachelor of Arts in Social Work,,Madan Bhandari Memorial College
1180,286,Master of Arts in English,2 Years,Madan Bhandari Memorial College
1181,286,Master of Arts in English,2 Years,Madan Bhandari Memorial College
1182,286,Master of Arts in English,,Madan Bhandari Memorial College
1183,286,Master of Arts in Journalism and Mass Communication,2 Years,Madan Bhandari Memorial College
1184,286,Master of Arts in Journalism and Mass Communication,2 Years,Madan Bhandari Memorial College
1185,286,Master of Arts in Journalism and Mass Communication,,Madan Bhandari Memorial College
1186,286,Master of Arts in Sociology,2 Years,Madan Bhandari Memorial College
1187,286,Master of Arts in Sociology,2 Years,Madan Bhandari Memorial College
1188,286,Master of Arts in Sociology,,Madan Bhandari Memorial College
1189,290,Bachelor of Hotel Management,4 Years,Morgan International College
1190,290,Bachelor of Hotel Management,4 Years,Morgan International College
1191,290,Bachelor of Hotel Management,4 Years,Morgan International College
1192,290,Bachelor of Hotel Management,,Morgan International College
1193,290,Ten Plus Two Science,2 Years,Morgan International College
1194,290,Ten Plus Two Science,2 Years,Morgan International College
1195,290,Ten Plus Two Science,,Morgan International College
1196,290,Ten Plus Two Management,2 Years,Morgan International College
1197,290,Ten Plus Two Management,2 Years,Morgan International College
1198,290,Ten Plus Two Management,,Morgan International College
1199,290,Ten Plus Two Humanities,2 Years,Morgan International College
1200,290,Ten Plus Two Humanities,2 Years,Morgan International College
1201,290,Ten Plus Two Humanities,,Morgan International College
1202,290,Bachelor of Arts in Social Work,4 Years,Morgan International College
1203,290,Bachelor of Arts in Social Work,4 Years,Morgan International College
1204,290,Bachelor of Arts in Social Work,,Morgan International College
1205,290,Bachelor of Hotel Management,4 Years,Morgan International College
1206,290,Bachelor of Hotel Management,4 Years,Morgan International College
1207,290,Bachelor of Hotel Management,,Morgan International College
1208,290,Bachelor of Business Management,4 Years,Morgan International College
1209,290,Bachelor of Business Management,4 Years,Morgan International College
1210,290,Bachelor of Business Management,,Morgan International College
1211,290,Bachelor of Computer Application,4 Years,Morgan International College
1212,290,Bachelor of Computer Application,4 Years,Morgan International College
1213,290,Bachelor of Computer Application,,Morgan International College
1214,290,Master of Business Studies,2 Years,Morgan International College
1215,290,Master of Business Studies,2 Years,Morgan International College
1216,290,Master of Business Studies,,Morgan International College
1217,290,Bachelor of Business Studies,4 Years,Morgan International College
1218,290,Bachelor of Business Studies,4 Years,Morgan International College
1219,290,Bachelor of Business Studies,,Morgan International College
1220,290,Bachelor of Information Technology Management,4 Years,Morgan International College
1221,290,Bachelor of Information Technology Management,4 Years,Morgan International College
1222,290,Bachelor of Information Technology Management,,Morgan International College
1223,291,BSc Zoology,4 Years,Trichandra Multiple Campus
1224,291,BSc Zoology,4 Years,Trichandra Multiple Campus
1225,291,BSc Zoology,4 Years,Trichandra Multiple Campus
1226,291,BSc Zoology,,Trichandra Multiple Campus
1227,291,BSc Statistics,4 Years,Trichandra Multiple Campus
1228,291,BSc Statistics,4 Years,Trichandra Multiple Campus
1229,291,BSc Statistics,,Trichandra Multiple Campus
1230,291,BSc Mathematics,4 Years,Trichandra Multiple Campus
1231,291,BSc Mathematics,4 Years,Trichandra Multiple Campus
1232,291,BSc Mathematics,,Trichandra Multiple Campus
1233,291,BSc Meteorology,4 Years,Trichandra Multiple Campus
1234,291,BSc Meteorology,4 Years,Trichandra Multiple Campus
1235,291,BSc Meteorology,,Trichandra Multiple Campus
1236,291,BSc Botany,4 Years,Trichandra Multiple Campus
1237,291,BSc Botany,4 Years,Trichandra Multiple Campus
1238,291,BSc Botany,,Trichandra Multiple Campus
1239,291,BSc Chemistry,4 Years,Trichandra Multiple Campus
1240,291,BSc Chemistry,4 Years,Trichandra Multiple Campus
1241,291,BSc Chemistry,,Trichandra Multiple Campus
1242,291,Bachelor of Arts in Social Work,4 Years,Trichandra Multiple Campus
1243,291,Bachelor of Arts in Social Work,4 Years,Trichandra Multiple Campus
1244,291,Bachelor of Arts in Social Work,,Trichandra Multiple Campus
1245,291,Master of Arts in Economics,2 Years,Trichandra Multiple Campus
1246,291,Master of Arts in Economics,2 Years,Trichandra Multiple Campus
1247,291,Master of Arts in Economics,,Trichandra Multiple Campus
1248,291,Master of Arts in Anthropology,2 Years,Trichandra Multiple Campus
1249,291,Master of Arts in Anthropology,2 Years,Trichandra Multiple Campus
1250,291,Master of Arts in Anthropology,,Trichandra Multiple Campus
1251,291,MSc Engineering Geology,2 Years,Trichandra Multiple Campus
1252,291,MSc Engineering Geology,2 Years,Trichandra Multiple Campus
1253,291,MSc Engineering Geology,,Trichandra Multiple Campus
1254,291,Master of Arts in Psychology,2 Years,Trichandra Multiple Campus
1255,291,Master of Arts in Psychology,2 Years,Trichandra Multiple Campus
1256,291,Master of Arts in Psychology,,Trichandra Multiple Campus
1257,291,Bachelor of Arts,4 Years,Trichandra Multiple Campus
1258,291,Bachelor of Arts,4 Years,Trichandra Multiple Campus
1259,291,Bachelor of Arts,,Trichandra Multiple Campus
1260,291,Bachelor of Arts in Rural Development,4 Years,Trichandra Multiple Campus
1261,291,Bachelor of Arts in Rural Development,4 Years,Trichandra Multiple Campus
1262,291,Bachelor of Arts in Rural Development,,Trichandra Multiple Campus
1263,291,Master of Arts in Sociology,2 Years,Trichandra Multiple Campus
1264,291,Master of Arts in Sociology,2 Years,Trichandra Multiple Campus
1265,291,Master of Arts in Sociology,,Trichandra Multiple Campus
1266,291,Master of Arts in Nepali,2 Years,Trichandra Multiple Campus
1267,291,Master of Arts in Nepali,2 Years,Trichandra Multiple Campus
1268,291,Master of Arts in Nepali,,Trichandra Multiple Campus
1269,291,BSc Geology,4 Years,Trichandra Multiple Campus
1270,291,BSc Geology,4 Years,Trichandra Multiple Campus
1271,291,BSc Geology,,Trichandra Multiple Campus
1272,291,BSc Physics,4 Years,Trichandra Multiple Campus
1273,291,BSc Physics,4 Years,Trichandra Multiple Campus
1274,291,BSc Physics,,Trichandra Multiple Campus
1275,291,BSc Environmental Science,4 Years,Trichandra Multiple Campus
1276,291,BSc Environmental Science,4 Years,Trichandra Multiple Campus
1277,291,BSc Environmental Science,,Trichandra Multiple Campus
1278,291,MSc Chemistry,2 Years,Trichandra Multiple Campus
1279,291,MSc Chemistry,2 Years,Trichandra Multiple Campus
1280,291,MSc Chemistry,,Trichandra Multiple Campus
1281,291,MSc Microbiology,2 Years,Trichandra Multiple Campus
1282,291,MSc Microbiology,2 Years,Trichandra Multiple Campus
1283,291,MSc Microbiology,,Trichandra Multiple Campus
1284,293,BSc (Hons) Cybersecurity,3 Years,Herald College
1285,293,BSc (Hons) Cybersecurity,3 Years,Herald College
1286,293,BSc (Hons) Cybersecurity,3 Years,Herald College
1287,293,BSc (Hons) Cybersecurity,,Herald College
1288,293,BSc (Hons) in Computer Science,3 Years,Herald College
1289,293,BSc (Hons) in Computer Science,3 Years,Herald College
1290,293,BSc (Hons) in Computer Science,,Herald College
1291,293,BSc (Hons) International Business Management,4 Years,Herald College
1292,293,BSc (Hons) International Business Management,4 Years,Herald College
1293,293,BSc (Hons) International Business Management,,Herald College
1294,293,International Master of Business Administration,2 Years,Herald College
1295,293,International Master of Business Administration,2 Years,Herald College
1296,293,International Master of Business Administration,,Herald College
1297,294,MSc Informatics and Intelligent Systems Engineering,2 Years,Thapathali Campus
1298,294,MSc Informatics and Intelligent Systems Engineering,2 Years,Thapathali Campus
1299,294,MSc Informatics and Intelligent Systems Engineering,2 Years,Thapathali Campus
1300,294,MSc Informatics and Intelligent Systems Engineering,,Thapathali Campus
1301,294,Bachelor of Computer Engineering,4 Years,Thapathali Campus
1302,294,Bachelor of Computer Engineering,4 Years,Thapathali Campus
1303,294,Bachelor of Computer Engineering,,Thapathali Campus
1304,294,MSc Mechanical Engineering in Design and Manufacturing,2 Years,Thapathali Campus
1305,294,MSc Mechanical Engineering in Design and Manufacturing,2 Years,Thapathali Campus
1306,294,MSc Mechanical Engineering in Design and Manufacturing,,Thapathali Campus
1307,294,Bachelor of Mechanical Engineering,4 Years,Thapathali Campus
1308,294,Bachelor of Mechanical Engineering,4 Years,Thapathali Campus
1309,294,Bachelor of Mechanical Engineering,,Thapathali Campus
1310,294,Bachelor in Automobile Engineering,4 Years,Thapathali Campus
1311,294,Bachelor in Automobile Engineering,4 Years,Thapathali Campus
1312,294,Bachelor in Automobile Engineering,,Thapathali Campus
1313,294,MSc Earthquake Engineering,2 Years,Thapathali Campus
1314,294,MSc Earthquake Engineering,2 Years,Thapathali Campus
1315,294,MSc Earthquake Engineering,,Thapathali Campus
1316,294,Bachelor of Architecture,5 Years,Thapathali Campus
1317,294,Bachelor of Architecture,5 Years,Thapathali Campus
1318,294,Bachelor of Architecture,,Thapathali Campus
1319,294,Bachelor of Civil Engineering,4 Years,Thapathali Campus
1320,294,Bachelor of Civil Engineering,4 Years,Thapathali Campus
1321,294,Bachelor of Civil Engineering,,Thapathali Campus
1405,300,Bachelor of Business Management,4 Years,Trinity International College
1322,294,"Bachelor of Electronics, Communication and Information Engineering",4 Years,Thapathali Campus
1323,294,"Bachelor of Electronics, Communication and Information Engineering",4 Years,Thapathali Campus
1324,294,"Bachelor of Electronics, Communication and Information Engineering",,Thapathali Campus
1325,294,Bachelor in Industrial Engineering,4 Years,Thapathali Campus
1326,294,Bachelor in Industrial Engineering,4 Years,Thapathali Campus
1327,294,Bachelor in Industrial Engineering,,Thapathali Campus
1328,296,Master of Business Administration,2 Years,Excel Business College
1329,296,Master of Business Administration,2 Years,Excel Business College
1330,296,Master of Business Administration,2 Years,Excel Business College
1331,296,Master of Business Administration,,Excel Business College
1332,296,BBA  Finance,4 Years,Excel Business College
1333,296,BBA  Finance,4 Years,Excel Business College
1334,296,BBA  Finance,,Excel Business College
1335,296,Bachelor of Business Administration,4 Years,Excel Business College
1336,296,Bachelor of Business Administration,4 Years,Excel Business College
1337,296,Bachelor of Business Administration,,Excel Business College
1338,296,Bachelor of Computer System Information Technology,4 Years,Excel Business College
1339,296,Bachelor of Computer System Information Technology,4 Years,Excel Business College
1340,296,Bachelor of Computer System Information Technology,,Excel Business College
1341,297,MA Mass Communication and Journalism,2 Years,Kantipur City College
1342,297,MA Mass Communication and Journalism,2 Years,Kantipur City College
1343,297,MA Mass Communication and Journalism,2 Years,Kantipur City College
1344,297,MA Mass Communication and Journalism,,Kantipur City College
1345,297,Master of Computer Application,2 Years,Kantipur City College
1346,297,Master of Computer Application,2 Years,Kantipur City College
1347,297,Master of Computer Application,,Kantipur City College
1348,297,PGD Computer Application,1 Year,Kantipur City College
1349,297,PGD Computer Application,1 Year,Kantipur City College
1350,297,PGD Computer Application,,Kantipur City College
1351,297,Bachelor of Business Administration,4 Years,Kantipur City College
1352,297,Bachelor of Business Administration,4 Years,Kantipur City College
1353,297,Bachelor of Business Administration,,Kantipur City College
1354,297,Bachelor of Computer Engineering,4 Years,Kantipur City College
1355,297,Bachelor of Computer Engineering,4 Years,Kantipur City College
1356,297,Bachelor of Computer Engineering,,Kantipur City College
1357,297,Bachelor of Civil Engineering,4 Years,Kantipur City College
1358,297,Bachelor of Civil Engineering,4 Years,Kantipur City College
1359,297,Bachelor of Civil Engineering,,Kantipur City College
1360,297,Bachelor of Computer Application,4 Years,Kantipur City College
1361,297,Bachelor of Computer Application,4 Years,Kantipur City College
1362,297,Bachelor of Computer Application,,Kantipur City College
1363,297,Bachelor of Information Technology,4 Years,Kantipur City College
1364,297,Bachelor of Information Technology,4 Years,Kantipur City College
1365,297,Bachelor of Information Technology,,Kantipur City College
1366,298,Bachelor of Information Technology,4 Years,National College of Management and Technical Science
1367,298,Bachelor of Information Technology,4 Years,National College of Management and Technical Science
1368,298,Bachelor of Information Technology,4 Years,National College of Management and Technical Science
1369,298,Bachelor of Information Technology,,National College of Management and Technical Science
1370,298,Bachelor of Computer Science (Hons) Network Technology & Cyber Security,4 Years,National College of Management and Technical Science
1371,298,Bachelor of Computer Science (Hons) Network Technology & Cyber Security,4 Years,National College of Management and Technical Science
1372,298,Bachelor of Computer Science (Hons) Network Technology & Cyber Security,,National College of Management and Technical Science
1373,298,Bachelor (Hons) of Business Administration,4 Years,National College of Management and Technical Science
1374,298,Bachelor (Hons) of Business Administration,4 Years,National College of Management and Technical Science
1375,298,Bachelor (Hons) of Business Administration,,National College of Management and Technical Science
1376,298,BSc (Hons) in Hospitality Management,4 Years,National College of Management and Technical Science
1377,298,BSc (Hons) in Hospitality Management,4 Years,National College of Management and Technical Science
1378,298,BSc (Hons) in Hospitality Management,,National College of Management and Technical Science
1379,298,Master of Business Administration,2 Years,National College of Management and Technical Science
1380,298,Master of Business Administration,2 Years,National College of Management and Technical Science
1381,298,Master of Business Administration,,National College of Management and Technical Science
1382,300,GCE A Level Science,2 Years,Trinity International College
1383,300,GCE A Level Science,2 Years,Trinity International College
1384,300,GCE A Level Science,2 Years,Trinity International College
1385,300,GCE A Level Science,,Trinity International College
1386,300,GCE A Level Non-Science,2 Years,Trinity International College
1387,300,GCE A Level Non-Science,2 Years,Trinity International College
1388,300,GCE A Level Non-Science,,Trinity International College
1389,300,Ten Plus Two Science,2 Years,Trinity International College
1390,300,Ten Plus Two Science,2 Years,Trinity International College
1391,300,Ten Plus Two Science,,Trinity International College
1392,300,Ten Plus Two Management,2 Years,Trinity International College
1393,300,Ten Plus Two Management,2 Years,Trinity International College
1394,300,Ten Plus Two Management,,Trinity International College
1395,300,Ten Plus Two Humanities,2 Years,Trinity International College
1396,300,Ten Plus Two Humanities,2 Years,Trinity International College
1397,300,Ten Plus Two Humanities,,Trinity International College
1398,300,BSc Computer Science and Information Technology,4 Years,Trinity International College
1399,300,BSc Computer Science and Information Technology,4 Years,Trinity International College
1400,300,BSc Computer Science and Information Technology,,Trinity International College
1401,300,Bachelor of Computer Application,4 Years,Trinity International College
1402,300,Bachelor of Computer Application,4 Years,Trinity International College
1403,300,Bachelor of Computer Application,,Trinity International College
1404,300,Bachelor of Business Management,4 Years,Trinity International College
1406,300,Bachelor of Business Management,,Trinity International College
1407,300,Bachelor of Business Studies,4 Years,Trinity International College
1408,300,Bachelor of Business Studies,4 Years,Trinity International College
1409,300,Bachelor of Business Studies,,Trinity International College
1410,300,Bachelor of Arts in Social Work,4 Years,Trinity International College
1411,300,Bachelor of Arts in Social Work,4 Years,Trinity International College
1412,300,Bachelor of Arts in Social Work,,Trinity International College
1413,303,Bachelor of Computer System Information Technology,4 Years,Medhavi College
1414,303,Bachelor of Computer System Information Technology,4 Years,Medhavi College
1415,303,Bachelor of Computer System Information Technology,4 Years,Medhavi College
1416,303,Bachelor of Computer System Information Technology,,Medhavi College
1417,303,Bachelor of Hotel Management,4 Years,Medhavi College
1418,303,Bachelor of Hotel Management,4 Years,Medhavi College
1419,303,Bachelor of Hotel Management,,Medhavi College
1420,303,Bachelor of Business Administration,4 Years,Medhavi College
1421,303,Bachelor of Business Administration,4 Years,Medhavi College
1422,303,Bachelor of Business Administration,,Medhavi College
1423,303,Master of Business Administration,2 Years,Medhavi College
1424,303,Master of Business Administration,2 Years,Medhavi College
1425,303,Master of Business Administration,,Medhavi College
1426,303,Master of Computer Information Systems,2 Years,Medhavi College
1427,303,Master of Computer Information Systems,2 Years,Medhavi College
1428,303,Master of Computer Information Systems,,Medhavi College
1429,304,Bachelor of Computer Application,4 Years,Ratna Rajya Laxmi Campus
1430,304,Bachelor of Computer Application,4 Years,Ratna Rajya Laxmi Campus
1431,304,Bachelor of Computer Application,4 Years,Ratna Rajya Laxmi Campus
1432,304,Bachelor of Computer Application,,Ratna Rajya Laxmi Campus
1433,304,"Bachelor of Arts in Nepalese History, Culture and Archaeology",4 Years,Ratna Rajya Laxmi Campus
1434,304,"Bachelor of Arts in Nepalese History, Culture and Archaeology",4 Years,Ratna Rajya Laxmi Campus
1435,304,"Bachelor of Arts in Nepalese History, Culture and Archaeology",,Ratna Rajya Laxmi Campus
1436,304,Master of Arts in Population Studies,2 Years,Ratna Rajya Laxmi Campus
1437,304,Master of Arts in Population Studies,2 Years,Ratna Rajya Laxmi Campus
1438,304,Master of Arts in Population Studies,,Ratna Rajya Laxmi Campus
1439,304,Master of Arts in Journalism and Mass Communication,2 Years,Ratna Rajya Laxmi Campus
1440,304,Master of Arts in Journalism and Mass Communication,2 Years,Ratna Rajya Laxmi Campus
1441,304,Master of Arts in Journalism and Mass Communication,,Ratna Rajya Laxmi Campus
1442,304,Bachelor of Arts in Major English,4 Years,Ratna Rajya Laxmi Campus
